File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF004UMO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF340QCB, ENCFF438FFV	4875831	ENCODE Processing Pipeline	37fdfc466c60bbb1e60f823b42950b51		https://www.encodeproject.org/files/ENCFF004UMO/@@download/ENCFF004UMO.bed.gz				released	s3://encode-public/2016/12/16/1ebf0298-e5b3-4b32-b48f-551eee21ac0a/ENCFF004UMO.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF007KQM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				1	1_1						ENCFF426RGL, ENCFF562HPN	4978842	ENCODE Processing Pipeline	ec6d3385fe3bdce11b017a3b7daca7e9		https://www.encodeproject.org/files/ENCFF007KQM/@@download/ENCFF007KQM.bed.gz				released	s3://encode-public/2016/12/16/47bd0eb3-3ecc-478f-b577-101371ad078d/ENCFF007KQM.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF537FLG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF340QCB, ENCFF426RGL, ENCFF438FFV, ENCFF562HPN	5831805	ENCODE Processing Pipeline	da98fc462cc97cb34cdeeab01d24d221		https://www.encodeproject.org/files/ENCFF537FLG/@@download/ENCFF537FLG.bed.gz				released	s3://encode-public/2016/12/16/7beb0d89-300e-4f66-8c66-8c49d7d8d2d2/ENCFF537FLG.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF210IRE	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF004UMO, ENCFF007KQM, ENCFF419RSJ, ENCFF537FLG	523118	ENCODE Processing Pipeline	3e995ce721c960159c52b7b6ac6311e6		https://www.encodeproject.org/files/ENCFF210IRE/@@download/ENCFF210IRE.bed.gz				released	s3://encode-public/2016/12/16/de764db8-a0dc-415c-aa33-181371fd6ec6/ENCFF210IRE.bed.gz	low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF864NSW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF004UMO, ENCFF007KQM, ENCFF419RSJ, ENCFF537FLG	680984	ENCODE Processing Pipeline	5b9d91a0c2616a19e725712cbf3da5b3		https://www.encodeproject.org/files/ENCFF864NSW/@@download/ENCFF864NSW.bed.gz				released	s3://encode-public/2016/12/16/65823b13-b8d0-48f7-91d9-b5e300bf4983/ENCFF864NSW.bed.gz	low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF541IHJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF069CYJ, ENCFF336DPP, ENCFF837IOW, ENCFF958RTR	5864276	ENCODE Processing Pipeline	5f62787550a4cb664c2557fd2c74ea74		https://www.encodeproject.org/files/ENCFF541IHJ/@@download/ENCFF541IHJ.bed.gz				released	s3://encode-public/2017/12/08/f2956f25-a950-4a34-b634-637397b81b4e/ENCFF541IHJ.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF113PGY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF336DPP, ENCFF837IOW	4772938	ENCODE Processing Pipeline	23ac45a229bdbfcc354141bafd672330		https://www.encodeproject.org/files/ENCFF113PGY/@@download/ENCFF113PGY.bed.gz				released	s3://encode-public/2017/12/08/43dbc336-aa1d-4cf2-b2ce-9405a64b63c3/ENCFF113PGY.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF394DLH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF113PGY, ENCFF541IHJ, ENCFF920WQE	687507	ENCODE Processing Pipeline	665d97b52ab2270bef1179c705616a9b		https://www.encodeproject.org/files/ENCFF394DLH/@@download/ENCFF394DLH.bed.gz				released	s3://encode-public/2017/12/08/ce6592e9-69fa-4c5c-aeb3-974554ca09da/ENCFF394DLH.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF920WQE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				1	1_1						ENCFF069CYJ, ENCFF958RTR	4923420	ENCODE Processing Pipeline	bdc4d79c3e5fa3cc217fe423ad027dd9		https://www.encodeproject.org/files/ENCFF920WQE/@@download/ENCFF920WQE.bed.gz				released	s3://encode-public/2017/12/08/9e517cf4-d230-42e0-a4f6-a5c79ed23095/ENCFF920WQE.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF736ACY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BGU	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EBF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF113PGY, ENCFF541IHJ, ENCFF920WQE	525301	ENCODE Processing Pipeline	ef9afa74aef1504f73fcfbacb65d45aa		https://www.encodeproject.org/files/ENCFF736ACY/@@download/ENCFF736ACY.bed.gz				released	s3://encode-public/2017/12/08/d49b5769-5086-4fdb-a3d7-41e122d2f80e/ENCFF736ACY.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF002CGW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BRG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EGR1-human	DNA						2012-02-29	ENCODE												424286	ENCODE Consortium Analysis Working Group	8cf58cb06c7dc27907e9926a5f293f4b		https://www.encodeproject.org/files/ENCFF002CGW/@@download/ENCFF002CGW.bed.gz				archived	s3://encode-public/2014/06/06/8b8c1eef-283a-4a40-a1da-49192bddf554/ENCFF002CGW.narrowPeak.gz	low read depth, low read length	missing derived_from		
ENCFF287JUG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BRG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EGR1-human	DNA						2012-02-29	ENCODE				3	3_1						ENCFF100VNU, ENCFF289ONG	4634393	ENCODE Processing Pipeline	7d7c1af62eb44f5910ae5aee1824c849		https://www.encodeproject.org/files/ENCFF287JUG/@@download/ENCFF287JUG.bed.gz				released	s3://encode-public/2017/04/21/09b2d7ec-fccd-4990-93b1-0aa92dfc81eb/ENCFF287JUG.bed.gz	low read depth, low read length			
ENCFF341EJT	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	GRCh38	ENCSR000BRG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EGR1-human	DNA						2012-02-29	ENCODE				3	3_1						ENCFF287JUG, ENCFF419RSJ	50082	ENCODE Processing Pipeline	82b3444a27d4545414406b83892b3be5		https://www.encodeproject.org/files/ENCFF341EJT/@@download/ENCFF341EJT.bed.gz				released	s3://encode-public/2017/04/21/5e5b5992-ec28-4d44-88a4-958379559a83/ENCFF341EJT.bed.gz	low read depth, low read length	mismatched status		
ENCFF618EFD	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR000BRG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EGR1-human	DNA						2012-02-29	ENCODE				3	3_1						ENCFF001TDO, ENCFF958SWO	48934	ENCODE Processing Pipeline	5086b8288dcbb4e9f5152cf6c7338a68		https://www.encodeproject.org/files/ENCFF618EFD/@@download/ENCFF618EFD.bed.gz				released	s3://encode-public/2017/04/21/4788f05e-c51f-4ec4-b424-33890aa746f3/ENCFF618EFD.bed.gz	low read depth, low read length			
ENCFF958SWO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BRG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										EGR1-human	DNA						2012-02-29	ENCODE				3	3_1						ENCFF416BIN, ENCFF436AVX	4694893	ENCODE Processing Pipeline	aaf0e7309f3fc86723d38df8d2827e8f		https://www.encodeproject.org/files/ENCFF958SWO/@@download/ENCFF958SWO.bed.gz				released	s3://encode-public/2017/04/21/7f4a74f0-b679-4e46-a036-de693e52159c/ENCFF958SWO.bed.gz	low read depth, low read length			
ENCFF002CIB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE												213517	ENCODE Consortium Analysis Working Group	1bf2991d99a656a47e86871db2d854ab		https://www.encodeproject.org/files/ENCFF002CIB/@@download/ENCFF002CIB.bed.gz				archived	s3://encode-public/2014/06/06/1959675b-328a-4d4c-ab5a-9c143bf7c448/ENCFF002CIB.narrowPeak.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	missing derived_from, biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF274NLK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				1	1_1						ENCFF074OYP, ENCFF289ONG, ENCFF862QZT	4422024	ENCODE Processing Pipeline	71b940ff4d33a9caf1927be37d115a9e		https://www.encodeproject.org/files/ENCFF274NLK/@@download/ENCFF274NLK.bed.gz				released	s3://encode-public/2016/12/16/a93f9692-492d-47c6-98a9-029addc8eed8/ENCFF274NLK.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF277JBW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF289ONG, ENCFF737VAT, ENCFF862QZT	2402679	ENCODE Processing Pipeline	0829a49276284e40689ba46092519c52		https://www.encodeproject.org/files/ENCFF277JBW/@@download/ENCFF277JBW.bed.gz				released	s3://encode-public/2016/12/16/411499e3-b900-4f15-8ee2-fa3c3aecee33/ENCFF277JBW.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF507WAU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF074OYP, ENCFF289ONG, ENCFF737VAT, ENCFF862QZT	5097825	ENCODE Processing Pipeline	30b3fb90859a29a2527acfcaffbef4c3		https://www.encodeproject.org/files/ENCFF507WAU/@@download/ENCFF507WAU.bed.gz				released	s3://encode-public/2016/12/16/a527208c-7eb6-49e1-84a1-1d084ca2e3ec/ENCFF507WAU.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF518BAN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF416BIN, ENCFF818ZLY, ENCFF899CBZ	2426289	ENCODE Processing Pipeline	25dfe68525a7de8c54c3f2ec7bebd924		https://www.encodeproject.org/files/ENCFF518BAN/@@download/ENCFF518BAN.bed.gz				released	s3://encode-public/2016/12/16/a50cd08d-1544-4384-990c-81ddd6172332/ENCFF518BAN.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF083HDR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				1	1_1						ENCFF281OFW, ENCFF416BIN, ENCFF818ZLY	4469694	ENCODE Processing Pipeline	03ef3cbb3fb149e90b9b0bd0f99b3e77		https://www.encodeproject.org/files/ENCFF083HDR/@@download/ENCFF083HDR.bed.gz				released	s3://encode-public/2016/12/16/c6a82e11-4642-4d2e-a1d8-cd6560aa9d27/ENCFF083HDR.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF238JYT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF281OFW, ENCFF416BIN, ENCFF818ZLY, ENCFF899CBZ	5119994	ENCODE Processing Pipeline	3c1e7a83b4cdb58a9e95a2bee4ee8527		https://www.encodeproject.org/files/ENCFF238JYT/@@download/ENCFF238JYT.bed.gz				released	s3://encode-public/2016/12/16/936fad3d-e80e-4c89-b28f-81be93e37c18/ENCFF238JYT.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF859GUL	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF083HDR, ENCFF238JYT, ENCFF518BAN	114600	ENCODE Processing Pipeline	1728913b9d4edae983ff10f874f832d8		https://www.encodeproject.org/files/ENCFF859GUL/@@download/ENCFF859GUL.bed.gz				released	s3://encode-public/2016/12/16/122e9876-8e9c-43f9-b300-3fdea0449940/ENCFF859GUL.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF310XNW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF274NLK, ENCFF277JBW, ENCFF419RSJ, ENCFF507WAU	121642	ENCODE Processing Pipeline	9cb9d27ea4aa1231aedfabb023389e3c		https://www.encodeproject.org/files/ENCFF310XNW/@@download/ENCFF310XNW.bed.gz				released	s3://encode-public/2016/12/16/ae40665c-5675-4e06-8ad6-9c54bd481a90/ENCFF310XNW.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	mismatched status, biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF701QXK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF274NLK, ENCFF277JBW, ENCFF419RSJ, ENCFF507WAU	141860	ENCODE Processing Pipeline	240ff17a5ab330385ccb93838dbe7fc6		https://www.encodeproject.org/files/ENCFF701QXK/@@download/ENCFF701QXK.bed.gz				released	s3://encode-public/2016/12/16/0c09f9c5-f6e6-41e9-8ab4-47f6f071bb92/ENCFF701QXK.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	mismatched status, biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF805GKD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BGI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										USF1-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF083HDR, ENCFF238JYT, ENCFF518BAN	139678	ENCODE Processing Pipeline	f645df6ebe696a996c18451fce189d75		https://www.encodeproject.org/files/ENCFF805GKD/@@download/ENCFF805GKD.bed.gz				released	s3://encode-public/2016/12/16/6dae3af6-1bac-47f2-a374-8ebb713bb3dc/ENCFF805GKD.bed.gz	mild to moderate bottlenecking, low read length, low read depth, borderline replicate concordance, moderate library complexity, mixed read lengths	biological replicates with identical biosample	insufficient read depth	extremely low read length
ENCFF001VEH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000DYQ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ESRRA-human	DNA						2012-08-20	ENCODE												43117	Michael Snyder, Stanford	846ae6723c2d5f31c74ce7cdb260b991		https://www.encodeproject.org/files/ENCFF001VEH/@@download/ENCFF001VEH.bed.gz				archived	s3://encode-public/2012/07/01/4ac9c1ef-87f0-4db6-b5f3-cc3df19482e1/ENCFF001VEH.narrowPeak.gz	improper control_type of control experiment, mild to moderate bottlenecking, low read depth, low read length	missing derived_from, biological replicates with identical biosample		
ENCFF884PSQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DYQ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ESRRA-human	DNA						2012-08-20	ENCODE				1	1_1						ENCFF403OML, ENCFF450WED, ENCFF579QDW	4754835	ENCODE Processing Pipeline	948814f77dce7d4597b16aad1f263a4d		https://www.encodeproject.org/files/ENCFF884PSQ/@@download/ENCFF884PSQ.bed.gz				released	s3://encode-public/2016/12/16/52b0db9d-ef51-4ce3-8755-59c173b2c45d/ENCFF884PSQ.bed.gz	improper control_type of control experiment, mild to moderate bottlenecking, low read depth, low read length	biological replicates with identical biosample		
ENCFF889SRN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DYQ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ESRRA-human	DNA						2012-08-20	ENCODE				1, 2	1_1, 2_1						ENCFF039UZO, ENCFF419RSJ, ENCFF884PSQ, ENCFF935YJA	69931	ENCODE Processing Pipeline	8f7bf7487183bb6dae71817d31633f4e		https://www.encodeproject.org/files/ENCFF889SRN/@@download/ENCFF889SRN.bed.gz				released	s3://encode-public/2016/12/16/f3055c91-8c50-4b52-9efd-88102320508e/ENCFF889SRN.bed.gz	improper control_type of control experiment, mild to moderate bottlenecking, low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF722LJP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000DYQ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ESRRA-human	DNA						2012-08-20	ENCODE				1, 2	1_1, 2_1						ENCFF039UZO, ENCFF419RSJ, ENCFF884PSQ, ENCFF935YJA	93354	ENCODE Processing Pipeline	1bf7b0d14a0396216a83bea7edfd8bd1		https://www.encodeproject.org/files/ENCFF722LJP/@@download/ENCFF722LJP.bed.gz				released	s3://encode-public/2016/12/16/76f4ae8a-6065-4e15-a169-3232c6fde0f1/ENCFF722LJP.bed.gz	improper control_type of control experiment, mild to moderate bottlenecking, low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF039UZO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DYQ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ESRRA-human	DNA						2012-08-20	ENCODE				1, 2	1_1, 2_1						ENCFF361YDK, ENCFF403OML, ENCFF450WED, ENCFF579QDW	5364189	ENCODE Processing Pipeline	3d4abbf91c62dfab7074b43993fa5f70		https://www.encodeproject.org/files/ENCFF039UZO/@@download/ENCFF039UZO.bed.gz				released	s3://encode-public/2016/12/16/4825adf4-ae96-4cb2-bd7b-3c9b8bf95782/ENCFF039UZO.bed.gz	improper control_type of control experiment, mild to moderate bottlenecking, low read depth, low read length	biological replicates with identical biosample		
